fahrzeug_id,typ,kilometerstand,laenge,hoehe,gewicht,sitze,farbe,ps,schaltung,verbrauch,neupreis,gebrauchtpreis,erstzulassung
811,Kompaktwagen,26929.424,4.55,1.6,2058,4,blau,204,Automatik,8.5,46971.3,34452.12,2024-02-13
812,Kompaktwagen,56537.653,4.27,1.51,1796,5,gelb,130,Automatik,6.42,41344.22,22428.9,2022-06-28
813,Kompaktwagen,30817.242,4.25,1.64,1976,5,rot,156,Handschaltung,9.08,29823.94,15640.12,2023-09-28
814,Kompaktwagen,51331.595,4.34,1.24,1524,4,grau,142,Automatik,5.01,36213.64,18555.5,2023-02-03
815,Kompaktwagen,51072.163,4.34,1.61,1952,4,schwarz,159,Automatik,7.93,35171.84,17633.17,2022-10-18
816,Kompaktwagen,71407.99,4.24,1.36,1593,5,grau,79,Automatik,4.83,29754.56,8310.91,2022-02-16
817,Kompaktwagen,58755.617,4.3,1.49,1826,5,grün,130,Automatik,6.01,32569.19,13367.83,2022-06-19
818,Kompaktwagen,79080.531,4.17,1.29,1467,4,rot,138,Handschaltung,5.45,36724.25,13211.32,2022-02-16
819,Kompaktwagen,54981.397,4.42,1.49,1839,4,grün,188,Automatik,7.17,38631.49,19951.08,2023-06-12
820,Kompaktwagen,85642.925,4.4,1.44,1752,5,schwarz,183,Automatik,6.48,39713.04,15394.21,2021-08-02
821,Kompaktwagen,69070.46,4.35,1.55,1936,4,grau,136,Handschaltung,7.54,27028.93,5329.16,2021-11-14
822,Kompaktwagen,25435.633,4.28,1.32,1578,4,schwarz,152,Automatik,5.34,41824.67,29235.3,2024-05-31
823,Kompaktwagen,65409.921,4.23,1.47,1770,4,blau,150,Automatik,6.44,30564.23,9440.86,2022-05-04
824,Kompaktwagen,28887.581,4.16,1.73,2029,4,schwarz,66,Automatik,7.29,32777.56,20381.29,2023-11-23
825,Kompaktwagen,35270.2,4.19,1.58,1805,4,gelb,144,Automatik,7.13,29108.0,15650.12,2023-06-29
826,Kompaktwagen,47876.847,4.32,1.39,1687,4,rot,109,Automatik,5.28,38902.78,21977.71,2023-06-10
827,Kompaktwagen,46962.481,4.29,1.51,1830,4,gelb,148,Automatik,6.56,40672.56,23292.66,2022-08-13
828,Kompaktwagen,35172.021,4.18,1.55,1798,4,grau,177,Handschaltung,8.42,40612.57,26388.81,2023-04-22
829,Kompaktwagen,62105.782,4.38,1.43,1764,4,grün,167,Automatik,6.13,33870.83,14069.97,2022-09-26
830,Kompaktwagen,58836.079,4.37,1.42,1757,5,schwarz,138,Automatik,6.09,35627.2,16914.47,2022-05-22
831,Kompaktwagen,66669.656,4.21,1.51,1776,4,blau,199,Automatik,7.4,34615.09,14097.14,2022-04-29
832,Kompaktwagen,64324.023,4.32,1.5,1826,4,schwarz,140,Automatik,6.58,31307.8,11086.53,2022-04-17
833,Kompaktwagen,70989.342,4.45,1.62,2026,5,blau,176,Automatik,8.49,33643.49,11752.13,2022-01-23
834,Kompaktwagen,54810.947,4.31,1.6,1976,5,schwarz,135,Automatik,7.24,30557.38,12629.2,2022-11-18
835,Kompaktwagen,80976.0,4.34,1.39,1681,4,schwarz,157,Automatik,5.79,25671.26,2149.27,2020-10-13
836,Kompaktwagen,76778.721,4.33,1.6,1928,4,rot,170,Automatik,8.27,31379.59,8293.29,2021-10-14
837,Kompaktwagen,58269.509,4.27,1.42,1673,4,schwarz,159,Handschaltung,6.7,22732.38,3941.74,2022-06-08
838,Kompaktwagen,82228.861,4.19,1.4,1619,4,blau,164,Automatik,6.02,34451.85,10803.77,2021-06-09
839,Kompaktwagen,63282.175,4.25,1.48,1782,4,grau,164,Automatik,7.0,39758.57,19713.66,2022-07-01
840,Kompaktwagen,73418.259,4.53,1.46,1830,5,grau,137,Automatik,6.33,32323.42,10826.96,2022-03-13
841,Kompaktwagen,75452.653,4.42,1.73,2149,4,blau,104,Automatik,8.1,31522.89,9592.75,2021-08-02
842,Kompaktwagen,37328.705,4.27,1.42,1668,5,grün,158,Automatik,6.12,26618.15,11244.6,2023-02-24
843,Kompaktwagen,63366.182,4.19,1.39,1622,4,rot,226,Automatik,6.6,33205.33,13305.33,2022-05-23
844,Kompaktwagen,81447.236,4.32,1.5,1817,4,blau,111,Automatik,6.19,33721.27,10522.07,2021-08-15
845,Kompaktwagen,53291.258,4.46,1.61,1998,5,grau,148,Automatik,7.54,36819.32,18957.85,2022-06-28
846,Kompaktwagen,83756.249,4.41,1.6,1970,4,schwarz,161,Handschaltung,9.02,44447.95,21304.57,2020-11-24
847,Kompaktwagen,20.0,4.32,1.56,1921,4,schwarz,102,Automatik,6.5,33371.42,33343.4,2025-02-24
848,Kompaktwagen,13102.45,4.28,1.58,1901,4,schwarz,135,Automatik,6.98,33766.78,25056.3,2024-02-26
849,Kompaktwagen,45955.903,4.4,1.5,1855,4,schwarz,108,Automatik,6.02,34587.63,18173.95,2023-06-18
850,Kompaktwagen,40149.134,4.36,1.58,1911,4,schwarz,192,Automatik,8.33,37554.26,20980.05,2023-11-19
851,Kompaktwagen,84540.967,4.37,1.6,1940,4,schwarz,186,Handschaltung,9.34,35622.39,12025.34,2021-06-28
852,Kompaktwagen,73421.777,4.17,1.39,1579,4,grün,153,Handschaltung,6.26,25150.07,3417.43,2021-10-22
853,Kompaktwagen,40897.826,4.38,1.37,1668,5,schwarz,184,Automatik,6.38,28694.9,13644.05,2023-05-26
854,Kompaktwagen,77965.367,4.14,1.5,1743,5,blau,175,Automatik,6.77,23615.99,1314.67,2021-10-06
855,Kompaktwagen,46421.851,4.42,1.49,1846,4,gelb,85,Automatik,5.61,25745.54,8655.32,2022-08-01
856,Kompaktwagen,49919.311,4.11,1.67,1942,4,grau,165,Handschaltung,9.62,37912.21,20856.69,2023-03-01
857,Kompaktwagen,38732.496,4.35,1.63,1991,4,gelb,98,Automatik,7.0,33210.89,18509.23,2022-10-24
858,Kompaktwagen,70582.727,4.17,1.44,1662,4,rot,153,Automatik,5.98,40471.06,18429.29,2021-03-22
859,Kompaktwagen,57651.938,4.32,1.58,1898,4,blau,175,Automatik,7.59,35989.96,16758.13,2022-04-17
860,Kompaktwagen,72172.79,4.42,1.63,2044,4,grün,116,Handschaltung,8.120000000000001,31937.15,11100.69,2022-05-02
861,Kompaktwagen,62833.357,4.29,1.41,1708,4,rot,133,Handschaltung,6.13,35685.96,16250.52,2022-05-05
862,Kompaktwagen,77136.495,4.35,1.52,1839,4,schwarz,153,Automatik,6.56,36597.59,14373.35,2021-06-23
863,Kompaktwagen,39891.889,4.3,1.65,1977,5,grau,150,Automatik,8.469999999999999,32963.07,17027.6,2023-02-25
864,Kompaktwagen,78462.172,4.29,1.51,1781,5,schwarz,175,Automatik,7.12,38487.79,15655.84,2021-12-07
865,Kompaktwagen,78085.297,4.15,1.46,1674,4,grün,180,Handschaltung,7.61,34539.8,12105.94,2022-04-03
866,Kompaktwagen,21178.325,4.18,1.37,1646,4,schwarz,158,Automatik,6.07,45445.49,34503.0,2023-12-20
867,Kompaktwagen,77795.714,4.4,1.57,1934,4,schwarz,158,Automatik,7.69,27805.33,4789.86,2021-03-03
868,Kompaktwagen,32309.683,4.36,1.59,1906,4,rot,128,Handschaltung,7.77,39008.12,25390.92,2023-10-10
869,Kompaktwagen,98131.232,4.57,1.36,1755,4,schwarz,105,Handschaltung,5.42,39707.68,13661.95,2021-03-03
870,Kompaktwagen,48777.036,4.41,1.37,1664,4,gelb,135,Automatik,5.46,35580.5,18397.48,2023-05-30
871,Kompaktwagen,74940.75,4.24,1.62,1922,5,schwarz,161,Automatik,8.030000000000001,34920.77,12632.58,2021-08-18
872,Kompaktwagen,56639.7,4.34,1.57,1932,4,grau,200,Handschaltung,8.82,34870.85,17095.52,2022-07-06
873,Kompaktwagen,42626.385,4.25,1.46,1797,4,schwarz,95,Automatik,5.6,29057.51,13799.15,2023-01-22
874,Kompaktwagen,71249.7,4.26,1.44,1763,5,schwarz,130,Automatik,5.8,39432.0,17933.07,2022-03-16
875,Kompaktwagen,29296.959,4.34,1.5,1845,5,rot,139,Automatik,6.34,25741.7,12641.72,2023-08-11
876,Kompaktwagen,58466.41,4.31,1.43,1710,4,blau,108,Automatik,5.67,26122.54,7520.66,2022-07-05
877,Kompaktwagen,69481.684,4.4,1.46,1792,4,blau,130,Automatik,6.1,30150.89,9295.44,2021-11-04
878,Kompaktwagen,26120.336,4.31,1.53,1822,4,grau,179,Automatik,7.58,41786.82,29734.16,2024-03-27
879,Kompaktwagen,57017.842,4.29,1.55,1850,4,schwarz,161,Automatik,7.29,36742.1,17853.86,2021-12-17
880,Kompaktwagen,47056.756,4.34,1.43,1721,4,grün,135,Handschaltung,6.49,31441.47,14906.81,2022-09-19
881,Kompaktwagen,83140.711,4.48,1.66,2040,4,schwarz,130,Handschaltung,8.84,39977.39,16334.77,2021-01-09
882,Kompaktwagen,26046.273,4.29,1.58,1919,4,rot,151,Automatik,7.38,26128.19,13826.88,2024-02-17
883,Kompaktwagen,37656.46,4.16,1.42,1643,4,schwarz,234,Automatik,6.87,26600.41,11373.52,2023-03-07
884,Kompaktwagen,50055.737,4.43,1.51,1919,4,rot,150,Automatik,6.84,31095.82,13706.52,2022-10-04
885,Kompaktwagen,53819.574,4.06,1.55,1738,4,schwarz,121,Automatik,6.72,29546.32,11910.53,2022-04-01
886,Kompaktwagen,76533.496,4.4,1.57,1909,4,schwarz,130,Automatik,6.88,37766.8,14779.29,2022-02-08
887,Kompaktwagen,48556.299,4.26,1.45,1718,5,grün,117,Automatik,5.77,33326.07,15837.44,2023-02-05
888,Kompaktwagen,44915.016,4.27,1.5,1781,5,schwarz,154,Automatik,6.82,36947.34,20472.64,2022-10-28
889,Kompaktwagen,61307.397,4.5,1.45,1836,4,schwarz,48,Handschaltung,5.27,34662.33,14809.62,2022-02-26
890,Kompaktwagen,59062.598,4.17,1.55,1854,4,blau,145,Automatik,7.14,39843.09,20639.51,2022-11-25
891,Kompaktwagen,63695.856,4.27,1.57,1876,5,blau,152,Automatik,7.5,41020.35,20958.22,2022-03-25
892,Kompaktwagen,67652.558,4.3,1.46,1719,4,schwarz,152,Automatik,6.36,38657.76,17850.81,2021-09-01
893,Kompaktwagen,54341.508,4.36,1.52,1866,4,blau,102,Automatik,6.36,35682.15,18007.61,2023-01-12
894,Kompaktwagen,57620.539,4.34,1.63,1984,4,schwarz,178,Automatik,8.379999999999999,37319.92,18397.96,2022-08-15
895,Kompaktwagen,86764.309,4.29,1.52,1800,4,schwarz,140,Automatik,6.86,26443.85,2185.26,2020-07-15
896,Kompaktwagen,41371.013,4.27,1.31,1580,5,schwarz,154,Automatik,5.3,39857.54,24830.06,2022-12-08
897,Kompaktwagen,77566.681,4.28,1.4,1664,5,blau,122,Automatik,5.54,30966.12,7591.38,2022-02-21
898,Kompaktwagen,16787.101,4.28,1.55,1850,4,grau,140,Handschaltung,7.86,32208.62,22307.56,2024-02-10
899,Kompaktwagen,53901.597,4.33,1.43,1715,4,schwarz,200,Handschaltung,7.18,37539.51,19449.28,2022-09-17
900,Kompaktwagen,68146.988,4.37,1.47,1814,4,rot,150,Automatik,6.33,35740.18,15113.83,2022-10-06
901,Kompaktwagen,62972.533,4.27,1.59,1927,4,rot,151,Automatik,7.61,32359.79,12776.93,2022-07-08
902,Kompaktwagen,49503.202,4.26,1.44,1691,4,blau,133,Automatik,5.79,25043.52,8240.48,2022-06-22
903,Kompaktwagen,73974.907,4.37,1.52,1838,5,rot,189,Handschaltung,8.18,32522.07,10597.64,2021-09-23
904,Kompaktwagen,30073.717,4.35,1.5,1860,4,schwarz,97,Automatik,5.91,29090.87,15627.39,2023-02-25
905,Kompaktwagen,66336.692,4.33,1.52,1850,4,schwarz,198,Automatik,7.71,39253.26,19426.24,2021-10-29
906,Kompaktwagen,52557.644,4.45,1.47,1834,4,schwarz,184,Automatik,6.85,34096.23,16279.33,2022-03-27
907,Kompaktwagen,52803.431,4.18,1.45,1675,4,grau,111,Handschaltung,6.45,35775.92,18330.99,2022-11-25
908,Kompaktwagen,97085.9,4.22,1.52,1809,4,gelb,130,Automatik,6.25,37364.36,11825.14,2021-01-26
909,Kompaktwagen,59984.18,4.34,1.49,1888,4,grau,161,Handschaltung,7.17,35036.58,15718.46,2021-05-22
910,Kompaktwagen,34008.235,4.25,1.55,1842,4,blau,142,Automatik,6.81,33953.14,20172.69,2023-08-28
911,Kompaktwagen,77606.658,4.37,1.39,1658,4,gelb,88,Handschaltung,5.43,41964.26,19468.64,2021-04-24
912,Kompaktwagen,33155.05,4.21,1.42,1704,4,blau,213,Handschaltung,7.48,38386.88,24917.98,2024-03-09
913,Kompaktwagen,77908.202,4.21,1.49,1774,4,blau,141,Automatik,6.57,29323.29,6876.31,2021-12-16
914,Kompaktwagen,41972.112,4.25,1.48,1711,5,grau,148,Automatik,6.44,32392.81,17132.59,2023-01-16
915,Kompaktwagen,45475.371,4.46,1.59,2016,4,grün,174,Automatik,8.2,33404.31,17353.62,2023-08-08
916,Kompaktwagen,51213.185,4.14,1.58,1791,4,blau,159,Automatik,7.55,41046.91,23463.91,2022-09-13
917,Kompaktwagen,79840.891,4.41,1.5,1865,4,schwarz,147,Automatik,6.41,31169.69,8090.24,2021-11-30
918,Kompaktwagen,60277.185,4.31,1.39,1648,4,gelb,171,Automatik,5.92,32892.23,13618.32,2022-02-24
919,Kompaktwagen,44229.072,4.23,1.61,1880,4,grau,150,Automatik,7.88,31640.21,15585.77,2023-02-23
920,Kompaktwagen,57255.67,4.32,1.36,1632,4,schwarz,158,Automatik,5.87,44809.39,26226.41,2022-06-21
921,Kompaktwagen,28313.317,4.33,1.57,1928,5,blau,167,Automatik,7.6,37356.98,24395.87,2024-03-04
922,Kompaktwagen,57597.239,4.39,1.36,1647,4,schwarz,143,Automatik,5.52,35049.55,16551.48,2022-08-22
923,Kompaktwagen,39472.007,4.49,1.48,1876,4,rot,136,Automatik,6.47,39258.13,24377.72,2023-04-04
924,Kompaktwagen,69249.932,4.29,1.65,1968,5,gelb,134,Automatik,8.059999999999999,34281.75,12926.48,2021-06-29
925,Kompaktwagen,33272.299,4.16,1.54,1797,5,schwarz,126,Handschaltung,6.95,31276.97,16829.56,2023-10-06
926,Kompaktwagen,44424.152,4.23,1.39,1643,4,gelb,157,Automatik,5.93,38497.3,22415.02,2023-09-17
927,Kompaktwagen,58724.899,4.35,1.62,1937,4,schwarz,152,Handschaltung,8.629999999999999,35776.99,16823.55,2022-01-02
928,Kompaktwagen,66678.965,4.31,1.43,1717,4,gelb,68,Automatik,5.05,24805.55,4492.74,2021-10-31
929,Kompaktwagen,38369.181,4.19,1.43,1731,4,grün,146,Handschaltung,6.57,30001.55,15022.15,2022-08-19
930,Kompaktwagen,55263.584,4.31,1.49,1791,4,grün,164,Automatik,6.82,37890.77,19084.26,2022-03-22
931,Kompaktwagen,97186.925,4.32,1.53,1861,4,grün,132,Automatik,6.61,34357.88,8393.95,2021-02-13
932,Kompaktwagen,58605.73,4.37,1.71,2080,4,gelb,142,Automatik,9.18,37319.33,18329.38,2021-12-04
933,Kompaktwagen,69938.346,4.09,1.66,1932,4,rot,200,Automatik,9.24,32918.67,11840.02,2021-11-14
934,Kompaktwagen,44029.038,4.2,1.44,1744,5,blau,185,Handschaltung,7.19,33497.43,16828.14,2023-04-13
935,Kompaktwagen,57894.354,4.36,1.37,1690,4,schwarz,127,Automatik,5.4,40240.31,21039.05,2022-05-27
936,Kompaktwagen,72497.867,4.25,1.52,1795,5,schwarz,166,Automatik,7.17,33522.79,11794.21,2021-05-06
937,Kompaktwagen,86216.688,4.21,1.47,1702,4,blau,182,Automatik,6.58,36140.16,12498.52,2021-09-04
938,Kompaktwagen,81346.46,4.38,1.48,1756,4,schwarz,142,Automatik,6.32,40591.42,17199.74,2022-02-08
939,Kompaktwagen,7660.602,4.41,1.42,1702,4,grau,161,Automatik,6.27,30443.95,24135.48,2024-05-30
940,Kompaktwagen,34577.844,4.3,1.48,1794,5,grün,187,Handschaltung,7.56,38087.13,24311.84,2022-11-10
941,Kompaktwagen,40842.404,4.37,1.49,1897,5,schwarz,181,Automatik,6.76,47114.1,31392.98,2023-08-03
942,Kompaktwagen,58514.881,4.12,1.4,1642,4,gelb,134,Automatik,5.67,38904.24,19828.97,2022-08-05
943,Kompaktwagen,84337.742,4.17,1.6,1878,4,grau,156,Automatik,7.76,27802.79,3615.55,2021-08-19
944,Kompaktwagen,65583.788,4.48,1.55,1952,4,schwarz,143,Handschaltung,7.98,34887.49,14943.72,2022-07-03
945,Kompaktwagen,69313.936,4.3,1.51,1826,4,blau,206,Automatik,7.6,40983.16,20058.39,2022-11-21
946,Kompaktwagen,48280.227,4.34,1.47,1830,4,schwarz,138,Automatik,6.14,22353.35,5061.78,2022-06-02
947,Kompaktwagen,66213.766,4.2,1.46,1770,4,grau,121,Handschaltung,6.7,44357.49,24202.83,2022-05-27
948,Kompaktwagen,40202.714,4.28,1.78,2155,4,rot,65,Handschaltung,9.27,40380.43,25371.48,2023-02-12
949,Kompaktwagen,28141.894,4.37,1.55,1927,4,rot,187,Automatik,7.88,41462.79,28855.87,2024-02-08
950,Kompaktwagen,35557.973,4.43,1.48,1850,4,schwarz,112,Automatik,6.07,28920.97,14740.94,2023-07-06
951,Kompaktwagen,61448.451,4.13,1.47,1740,4,schwarz,123,Automatik,6.15,38664.21,18999.69,2022-03-05
952,Kompaktwagen,65380.236,4.24,1.5,1814,4,grau,125,Automatik,6.31,28811.97,9064.09,2021-10-06
953,Kompaktwagen,61112.411,4.21,1.4,1656,4,grün,188,Automatik,6.52,38936.05,19758.0,2023-05-24
954,Kompaktwagen,76950.589,4.27,1.56,1897,4,grün,200,Automatik,8.01,38536.62,16055.58,2022-02-18
955,Kompaktwagen,74061.059,4.2,1.41,1665,4,gelb,122,Automatik,5.56,32529.94,11140.62,2021-11-17
956,Kompaktwagen,48552.786,4.26,1.3,1525,4,blau,203,Automatik,5.9,41149.71,24267.63,2023-08-08
957,Kompaktwagen,58477.927,4.35,1.45,1805,5,gelb,207,Automatik,7.06,24731.84,5367.7,2022-06-26
958,Kompaktwagen,78737.754,4.34,1.43,1716,4,grau,120,Automatik,5.69,31294.26,8140.72,2021-12-24
959,Kompaktwagen,35855.567,4.21,1.33,1570,4,schwarz,159,Handschaltung,6.01,29546.83,15225.81,2023-09-25
960,Kompaktwagen,38477.702,4.3,1.38,1643,4,grau,152,Handschaltung,6.24,37124.36,22927.52,2023-09-10
961,Kompaktwagen,62977.472,4.34,1.38,1692,4,schwarz,142,Handschaltung,6.43,37552.45,17912.7,2022-04-22
962,Kompaktwagen,50112.804,4.08,1.48,1668,4,schwarz,148,Automatik,6.4,41991.63,24353.9,2022-09-14
963,Kompaktwagen,31122.388,4.18,1.66,1982,4,gelb,161,Handschaltung,9.65,29331.85,16404.24,2023-06-10
964,Kompaktwagen,64903.022,4.39,1.58,1917,4,gelb,168,Handschaltung,8.82,28420.81,7749.09,2021-09-20
965,Kompaktwagen,59257.908,4.35,1.48,1805,4,schwarz,178,Automatik,6.79,29378.08,10039.52,2021-10-22
966,Kompaktwagen,65285.947,4.33,1.62,1990,4,schwarz,136,Handschaltung,8.469999999999999,30977.48,10542.59,2022-02-19
967,Kompaktwagen,49945.041,4.47,1.47,1851,4,grün,132,Handschaltung,6.87,31246.17,13812.8,2023-04-06
968,Kompaktwagen,58211.98,4.14,1.68,1924,5,grau,149,Automatik,8.95,36627.38,17863.41,2022-06-23
969,Kompaktwagen,86689.638,4.19,1.56,1823,4,gelb,142,Automatik,7.17,36798.76,13145.76,2021-01-01
970,Kompaktwagen,37991.78,4.4,1.7,2074,4,grau,234,Handschaltung,11.73,30715.23,15395.11,2022-11-03
971,Kompaktwagen,43370.554,4.15,1.56,1862,5,blau,167,Handschaltung,8.26,32795.4,16927.9,2023-01-15
972,Kompaktwagen,64746.251,4.47,1.64,2052,5,gelb,130,Handschaltung,8.92,28981.55,9184.69,2022-03-30
973,Kompaktwagen,100758.209,4.16,1.52,1729,4,blau,163,Handschaltung,7.49,32833.94,5948.77,2020-08-18
974,Kompaktwagen,78281.027,4.39,1.37,1652,4,gelb,154,Handschaltung,6.29,37195.26,14874.93,2020-08-08
975,Kompaktwagen,49887.121,4.37,1.68,2065,4,grau,185,Handschaltung,10.36,32574.25,15554.79,2022-03-10
976,Kompaktwagen,73219.761,4.33,1.54,1888,4,grau,117,Automatik,6.35,27926.94,5640.11,2021-07-28
977,Kompaktwagen,82602.322,4.39,1.35,1682,4,blau,186,Handschaltung,6.4,31285.94,7912.02,2021-10-01
978,Kompaktwagen,53044.938,4.23,1.55,1844,4,grau,131,Handschaltung,7.62,35329.86,16862.91,2022-07-08
979,Kompaktwagen,68739.996,4.4,1.39,1721,4,blau,140,Handschaltung,6.11,29311.07,8119.75,2022-02-18
980,Kompaktwagen,91916.574,4.22,1.3,1531,4,grün,187,Automatik,5.63,36806.44,11580.8,2020-09-27
981,Kompaktwagen,52376.946,4.22,1.59,1874,5,gelb,133,Automatik,7.35,39366.65,21721.49,2022-10-18
982,Kompaktwagen,50397.104,4.26,1.53,1801,4,schwarz,116,Handschaltung,7.24,23288.58,5442.13,2022-08-18
983,Kompaktwagen,54209.633,4.21,1.65,1949,4,schwarz,112,Handschaltung,8.11,38690.9,20510.49,2022-11-03
984,Kompaktwagen,42561.488,4.24,1.42,1686,4,schwarz,104,Handschaltung,6.05,24708.46,8690.66,2023-01-29
985,Kompaktwagen,39951.665,4.48,1.61,2023,4,schwarz,185,Handschaltung,9.17,31391.63,16014.74,2023-09-03
986,Kompaktwagen,59472.906,4.29,1.4,1683,4,schwarz,97,Automatik,5.19,43268.28,23888.98,2022-09-25
987,Kompaktwagen,44027.222,4.26,1.69,2029,5,gelb,114,Handschaltung,8.969999999999999,47887.32,31578.56,2023-03-18
988,Kompaktwagen,69586.792,4.4,1.34,1617,4,grün,118,Handschaltung,5.47,30197.17,8538.59,2022-01-13
989,Kompaktwagen,61311.989,4.35,1.27,1537,4,rot,156,Automatik,5.18,35699.66,17224.01,2022-06-27
990,Kompaktwagen,55173.747,4.46,1.5,1841,5,grau,180,Automatik,7.02,31484.99,13168.25,2022-11-05
991,Kompaktwagen,64026.07,4.26,1.48,1767,4,grau,143,Automatik,6.31,31616.1,11239.87,2022-06-27
992,Kompaktwagen,72373.559,4.37,1.42,1746,4,schwarz,145,Automatik,6.17,41333.97,19368.57,2021-12-28
993,Kompaktwagen,90256.626,4.35,1.39,1674,4,schwarz,143,Automatik,5.9,27396.92,1620.79,2021-05-23
994,Kompaktwagen,74929.398,4.36,1.58,1934,4,schwarz,162,Handschaltung,8.440000000000001,30811.89,8986.25,2021-07-29
995,Kompaktwagen,43936.57,4.31,1.48,1841,5,grau,155,Automatik,6.68,27761.45,11293.1,2023-03-13
996,Kompaktwagen,58398.297,4.25,1.5,1786,4,grau,174,Automatik,7.16,38121.14,19285.12,2022-08-27
997,Kompaktwagen,40528.555,4.34,1.48,1745,5,gelb,165,Automatik,6.69,27888.74,12193.65,2022-11-24
998,Kompaktwagen,68027.698,4.26,1.31,1544,5,schwarz,202,Automatik,5.91,39711.35,19443.0,2022-01-01
999,Kompaktwagen,39121.966,4.45,1.58,1963,5,grün,191,Automatik,8.309999999999999,33031.96,17868.25,2023-01-07
1000,Kompaktwagen,66537.879,4.32,1.52,1879,4,schwarz,114,Handschaltung,6.76,31090.49,10353.57,2022-03-13
1001,Kompaktwagen,51264.878,4.34,1.38,1652,5,rot,170,Automatik,6.16,25688.01,8200.0,2022-06-30
1002,Kompaktwagen,50169.571,4.37,1.72,2081,4,grün,120,Automatik,8.6,29048.2,11642.94,2022-08-30
1003,LKW,77018.52,5.03,1.51,8500,5,schwarz,950,Handschaltung,58.0,55804.8,18191.52,2021-07-04
1004,LKW,54259.434,5.03,1.72,23000,5,grün,1600,Automatik,64.2,66387.47,33560.1,2021-10-21
1005,Limousine,13421.595,5.12,1.51,1010,5,schwarz,56,Handschaltung,25.1,62079.69,43607.71,2024-10-03
1006,Limousine,62134.093,5.13,1.65,2409,5,rot,170,Automatik,8.969999999999999,64372.74,29808.84,2022-03-02
1007,Limousine,78532.513,5.12,1.36,1969,5,blau,308,Automatik,7.57,67444.16,28834.54,2021-11-08
1008,Limousine,37923.098,4.87,1.4,1966,5,gelb,240,Handschaltung,7.83,70978.27,43864.82,2023-10-30
1009,Limousine,45897.371,5.19,1.52,2206,5,rot,190,Handschaltung,8.379999999999999,60691.98,30940.28,2022-05-05
1010,Limousine,28699.87,4.93,1.51,2050,4,grün,163,Automatik,6.86,66334.09,41497.61,2023-09-21
1011,Limousine,74920.992,4.82,1.69,2289,4,gelb,232,Handschaltung,11.89,63995.52,27067.46,2022-06-04
1012,Limousine,58599.931,5.16,1.51,2182,5,blau,173,Automatik,7.04,58647.0,25051.15,2023-01-06
1013,Limousine,37459.393,5.01,1.3,1803,4,grün,225,Automatik,6.18,67458.25,39830.26,2023-07-03
1014,Limousine,59040.436,5.02,1.58,2220,5,schwarz,216,Automatik,8.879999999999999,70379.04,36933.37,2022-01-17
1015,Limousine,40285.407,4.86,1.31,1763,5,grau,232,Automatik,6.42,66470.91,37950.14,2023-04-10
1016,Limousine,57359.205,5.06,1.34,1937,5,rot,264,Handschaltung,7.3,66853.1,33196.73,2022-09-01
1017,Limousine,36671.948,4.9,1.33,1782,5,schwarz,186,Automatik,5.86,62617.89,35213.04,2023-03-16
1018,Limousine,46421.68,4.9,1.49,2107,5,grün,272,Handschaltung,9.5,74844.62,45363.37,2022-05-21
1019,Limousine,50857.477,4.93,1.49,2041,4,grün,210,Handschaltung,8.46,62623.12,31368.94,2022-11-09
1020,Limousine,35410.329,5.17,1.43,2074,4,gelb,214,Automatik,7.08,67256.47,40163.96,2023-09-23
1021,Limousine,37332.608,5.06,1.58,2265,5,schwarz,113,Handschaltung,7.68,61963.77,34822.19,2023-03-26
1022,Limousine,58916.214,5.18,1.43,2076,4,schwarz,277,Handschaltung,8.82,72630.4,39520.36,2022-05-04
1023,Limousine,66687.418,4.75,1.5,1963,4,blau,210,Handschaltung,8.27,68833.85,33983.99,2022-01-27
1024,Limousine,56340.658,4.78,1.46,1929,4,gelb,298,Handschaltung,9.2,67690.14,34900.86,2023-01-31
1025,Limousine,94264.074,5.09,1.45,2059,5,rot,217,Handschaltung,8.02,71207.57,30536.55,2021-04-10
1026,Limousine,58544.531,4.99,1.4,1952,4,blau,122,Automatik,5.56,56884.17,23117.8,2022-05-25
1027,Limousine,47936.866,4.77,1.57,2076,5,grün,211,Handschaltung,9.53,69043.82,38111.63,2023-01-17
1028,Limousine,76012.053,4.8,1.45,1931,5,grün,262,Automatik,7.8,55462.52,17907.32,2022-04-28
1029,Limousine,78540.913,5.05,1.45,2044,5,blau,174,Handschaltung,7.34,69371.73,31397.19,2021-12-08
1030,Limousine,76208.101,4.99,1.48,2086,5,grau,243,Automatik,7.92,69993.65,32377.84,2022-02-10
1031,Limousine,72861.682,5.02,1.68,2363,5,gelb,273,Handschaltung,12.09,71727.88,34344.72,2022-01-26
1032,Limousine,37811.245,5.12,1.67,2407,5,schwarz,293,Automatik,11.07,70564.55,42904.69,2023-04-08
1033,Limousine,74196.015,4.99,1.39,1892,4,grau,312,Automatik,7.92,73571.72,36729.84,2021-11-16
1034,Limousine,33012.613,5.06,1.46,2099,5,gelb,267,Handschaltung,8.85,60731.68,34775.84,2024-02-21
1035,Limousine,24572.238,4.91,1.51,2081,5,grau,193,Automatik,7.57,64976.74,41356.11,2024-02-26
1036,Limousine,35587.145,4.94,1.51,2061,5,rot,216,Handschaltung,8.71,61543.59,34517.64,2023-05-11
1037,Limousine,73501.059,5.06,1.3,1858,5,rot,209,Automatik,6.03,69340.8,33571.13,2021-11-23
